account_a,account_b,shared_type,connection_count,ring_id,both_fraud
ACC0028020,ACC0025680,phone,12,RING0056,1
ACC0028020,ACC0039036,ip_address,11,RING0056,1
ACC0008603,ACC0037057,ip_address,10,RING0056,1
ACC0008603,ACC0025680,phone,4,RING0056,1
ACC0008603,ACC0039036,email_domain,14,RING0056,1
ACC0037057,ACC0025680,phone,14,RING0056,1
ACC0037057,ACC0039036,device_id,8,RING0056,1
ACC0025680,ACC0039036,device_id,5,RING0056,1
ACC0006011,ACC0037684,phone,3,RING0057,1
ACC0006011,ACC0023137,device_id,2,RING0057,1
ACC0006011,ACC0016341,phone,2,RING0057,1
ACC0006011,ACC0035335,ip_address,9,RING0057,1
ACC0006011,ACC0005567,ip_address,5,RING0057,1
ACC0006011,ACC0000332,ip_address,7,RING0057,1
ACC0006011,ACC0032400,email_domain,3,RING0057,1
ACC0006011,ACC0042194,email_domain,12,RING0057,1
ACC0006011,ACC0005315,device_id,4,RING0057,1
ACC0006011,ACC0022298,email_domain,2,RING0057,1
ACC0037684,ACC0023137,device_id,14,RING0057,1
ACC0037684,ACC0016341,ip_address,5,RING0057,1
ACC0037684,ACC0035335,phone,7,RING0057,1
ACC0037684,ACC0005567,phone,8,RING0057,1
ACC0037684,ACC0000332,phone,8,RING0057,1
ACC0037684,ACC0032400,ip_address,13,RING0057,1
ACC0037684,ACC0042194,ip_address,5,RING0057,1
ACC0037684,ACC0005315,phone,13,RING0057,1
ACC0037684,ACC0022298,ip_address,13,RING0057,1
ACC0023137,ACC0016341,ip_address,12,RING0057,1
ACC0023137,ACC0035335,email_domain,3,RING0057,1
ACC0023137,ACC0005567,phone,10,RING0057,1
ACC0023137,ACC0000332,ip_address,2,RING0057,1
ACC0023137,ACC0032400,email_domain,14,RING0057,1
ACC0023137,ACC0042194,ip_address,8,RING0057,1
ACC0023137,ACC0005315,phone,7,RING0057,1
ACC0023137,ACC0022298,phone,2,RING0057,1
ACC0016341,ACC0035335,email_domain,12,RING0057,1
ACC0016341,ACC0005567,device_id,10,RING0057,1
ACC0016341,ACC0000332,ip_address,13,RING0057,1
ACC0016341,ACC0032400,device_id,4,RING0057,1
ACC0016341,ACC0042194,ip_address,12,RING0057,1
ACC0016341,ACC0005315,device_id,3,RING0057,1
ACC0016341,ACC0022298,phone,2,RING0057,1
ACC0035335,ACC0005567,email_domain,8,RING0057,1
ACC0035335,ACC0000332,phone,13,RING0057,1
ACC0035335,ACC0032400,email_domain,9,RING0057,1
ACC0035335,ACC0042194,ip_address,12,RING0057,1
ACC0035335,ACC0005315,phone,7,RING0057,1
ACC0035335,ACC0022298,phone,10,RING0057,1
ACC0005567,ACC0000332,ip_address,7,RING0057,1
ACC0005567,ACC0032400,email_domain,12,RING0057,1
ACC0005567,ACC0042194,email_domain,3,RING0057,1
ACC0005567,ACC0005315,email_domain,9,RING0057,1
ACC0005567,ACC0022298,phone,9,RING0057,1
ACC0000332,ACC0032400,ip_address,6,RING0057,1
ACC0000332,ACC0042194,device_id,13,RING0057,1
ACC0000332,ACC0005315,phone,2,RING0057,1
ACC0000332,ACC0022298,email_domain,14,RING0057,1
ACC0032400,ACC0042194,device_id,5,RING0057,1
ACC0032400,ACC0005315,phone,13,RING0057,1
ACC0032400,ACC0022298,ip_address,3,RING0057,1
ACC0042194,ACC0005315,phone,11,RING0057,1
ACC0042194,ACC0022298,email_domain,7,RING0057,1
ACC0005315,ACC0022298,device_id,8,RING0057,1
ACC0020108,ACC0019192,ip_address,2,RING0058,1
ACC0020108,ACC0001665,email_domain,4,RING0058,1
ACC0020108,ACC0038850,email_domain,14,RING0058,1
ACC0020108,ACC0013296,phone,7,RING0058,1
ACC0020108,ACC0018910,ip_address,11,RING0058,1
ACC0020108,ACC0015722,phone,10,RING0058,1
ACC0020108,ACC0025530,email_domain,3,RING0058,1
ACC0020108,ACC0042704,device_id,9,RING0058,1
ACC0020108,ACC0009552,ip_address,10,RING0058,1
ACC0019192,ACC0001665,device_id,4,RING0058,1
ACC0019192,ACC0038850,phone,8,RING0058,1
ACC0019192,ACC0013296,device_id,9,RING0058,1
ACC0019192,ACC0018910,email_domain,13,RING0058,1
ACC0019192,ACC0015722,phone,13,RING0058,1
ACC0019192,ACC0025530,ip_address,3,RING0058,1
ACC0019192,ACC0042704,phone,8,RING0058,1
ACC0019192,ACC0009552,ip_address,10,RING0058,1
ACC0001665,ACC0038850,phone,5,RING0058,1
ACC0001665,ACC0013296,phone,13,RING0058,1
ACC0001665,ACC0018910,email_domain,10,RING0058,1
ACC0001665,ACC0015722,ip_address,6,RING0058,1
ACC0001665,ACC0025530,ip_address,13,RING0058,1
ACC0001665,ACC0042704,email_domain,5,RING0058,1
ACC0001665,ACC0009552,device_id,13,RING0058,1
ACC0038850,ACC0013296,ip_address,2,RING0058,1
ACC0038850,ACC0018910,email_domain,8,RING0058,1
ACC0038850,ACC0015722,ip_address,13,RING0058,1
ACC0038850,ACC0025530,email_domain,6,RING0058,1
ACC0038850,ACC0042704,phone,8,RING0058,1
ACC0038850,ACC0009552,email_domain,2,RING0058,1
ACC0013296,ACC0018910,email_domain,6,RING0058,1
ACC0013296,ACC0015722,ip_address,13,RING0058,1
ACC0013296,ACC0025530,email_domain,2,RING0058,1
ACC0013296,ACC0042704,device_id,12,RING0058,1
ACC0013296,ACC0009552,device_id,4,RING0058,1
ACC0018910,ACC0015722,device_id,6,RING0058,1
ACC0018910,ACC0025530,ip_address,3,RING0058,1
ACC0018910,ACC0042704,ip_address,13,RING0058,1
ACC0018910,ACC0009552,ip_address,14,RING0058,1
ACC0015722,ACC0025530,ip_address,2,RING0058,1
ACC0015722,ACC0042704,ip_address,11,RING0058,1
ACC0015722,ACC0009552,email_domain,3,RING0058,1
ACC0025530,ACC0042704,email_domain,2,RING0058,1
ACC0025530,ACC0009552,email_domain,5,RING0058,1
ACC0042704,ACC0009552,email_domain,11,RING0058,1
ACC0040572,ACC0011178,phone,14,RING0059,1
ACC0040572,ACC0030190,email_domain,6,RING0059,1
ACC0040572,ACC0027218,ip_address,3,RING0059,1
ACC0040572,ACC0019954,device_id,6,RING0059,1
ACC0040572,ACC0020386,device_id,9,RING0059,1
ACC0040572,ACC0024190,device_id,3,RING0059,1
ACC0040572,ACC0042100,device_id,8,RING0059,1
ACC0011178,ACC0030190,ip_address,10,RING0059,1
ACC0011178,ACC0027218,phone,13,RING0059,1
ACC0011178,ACC0019954,email_domain,6,RING0059,1
ACC0011178,ACC0020386,email_domain,12,RING0059,1
ACC0011178,ACC0024190,email_domain,7,RING0059,1
ACC0011178,ACC0042100,phone,12,RING0059,1
ACC0030190,ACC0027218,ip_address,9,RING0059,1
ACC0030190,ACC0019954,ip_address,14,RING0059,1
ACC0030190,ACC0020386,email_domain,10,RING0059,1
ACC0030190,ACC0024190,ip_address,3,RING0059,1
ACC0030190,ACC0042100,phone,12,RING0059,1
ACC0027218,ACC0019954,email_domain,6,RING0059,1
ACC0027218,ACC0020386,ip_address,6,RING0059,1
ACC0027218,ACC0024190,device_id,3,RING0059,1
ACC0027218,ACC0042100,ip_address,3,RING0059,1
ACC0019954,ACC0020386,email_domain,9,RING0059,1
ACC0019954,ACC0024190,device_id,11,RING0059,1
ACC0019954,ACC0042100,device_id,8,RING0059,1
ACC0020386,ACC0024190,email_domain,14,RING0059,1
ACC0020386,ACC0042100,device_id,6,RING0059,1
ACC0024190,ACC0042100,device_id,3,RING0059,1
ACC0011745,ACC0000108,device_id,5,RING0060,1
ACC0011745,ACC0048927,phone,9,RING0060,1
ACC0011745,ACC0046177,email_domain,10,RING0060,1
ACC0000108,ACC0048927,ip_address,10,RING0060,1
ACC0000108,ACC0046177,phone,8,RING0060,1
ACC0048927,ACC0046177,email_domain,2,RING0060,1
ACC0044653,ACC0036826,device_id,4,RING0061,1
ACC0044653,ACC0006597,email_domain,7,RING0061,1
ACC0036826,ACC0006597,email_domain,14,RING0061,1
ACC0024416,ACC0025857,email_domain,11,RING0062,1
ACC0024416,ACC0042719,device_id,12,RING0062,1
ACC0024416,ACC0020484,device_id,5,RING0062,1
ACC0025857,ACC0042719,email_domain,4,RING0062,1
ACC0025857,ACC0020484,email_domain,14,RING0062,1
ACC0042719,ACC0020484,device_id,4,RING0062,1
ACC0023787,ACC0014616,phone,8,RING0063,1
ACC0023787,ACC0013431,device_id,8,RING0063,1
ACC0023787,ACC0007753,phone,10,RING0063,1
ACC0014616,ACC0013431,ip_address,7,RING0063,1
ACC0014616,ACC0007753,email_domain,9,RING0063,1
ACC0013431,ACC0007753,device_id,9,RING0063,1
ACC0025773,ACC0020892,device_id,9,RING0064,1
ACC0025773,ACC0014355,ip_address,14,RING0064,1
ACC0025773,ACC0023953,ip_address,5,RING0064,1
ACC0025773,ACC0026717,phone,8,RING0064,1
ACC0025773,ACC0019514,email_domain,8,RING0064,1
ACC0025773,ACC0015164,email_domain,7,RING0064,1
ACC0025773,ACC0017894,ip_address,8,RING0064,1
ACC0025773,ACC0040396,ip_address,11,RING0064,1
ACC0025773,ACC0031409,ip_address,10,RING0064,1
ACC0025773,ACC0005940,email_domain,4,RING0064,1
ACC0020892,ACC0014355,ip_address,2,RING0064,1
ACC0020892,ACC0023953,ip_address,11,RING0064,1
ACC0020892,ACC0026717,phone,13,RING0064,1
ACC0020892,ACC0019514,device_id,7,RING0064,1
ACC0020892,ACC0015164,email_domain,4,RING0064,1
ACC0020892,ACC0017894,email_domain,2,RING0064,1
ACC0020892,ACC0040396,email_domain,2,RING0064,1
ACC0020892,ACC0031409,device_id,8,RING0064,1
ACC0020892,ACC0005940,phone,4,RING0064,1
ACC0014355,ACC0023953,phone,5,RING0064,1
ACC0014355,ACC0026717,email_domain,5,RING0064,1
ACC0014355,ACC0019514,email_domain,14,RING0064,1
ACC0014355,ACC0015164,device_id,3,RING0064,1
ACC0014355,ACC0017894,device_id,9,RING0064,1
ACC0014355,ACC0040396,ip_address,9,RING0064,1
ACC0014355,ACC0031409,device_id,6,RING0064,1
ACC0014355,ACC0005940,device_id,13,RING0064,1
ACC0023953,ACC0026717,phone,3,RING0064,1
ACC0023953,ACC0019514,phone,5,RING0064,1
ACC0023953,ACC0015164,email_domain,4,RING0064,1
ACC0023953,ACC0017894,phone,6,RING0064,1
ACC0023953,ACC0040396,email_domain,3,RING0064,1
ACC0023953,ACC0031409,ip_address,5,RING0064,1
ACC0023953,ACC0005940,email_domain,9,RING0064,1
ACC0026717,ACC0019514,phone,5,RING0064,1
ACC0026717,ACC0015164,phone,4,RING0064,1
ACC0026717,ACC0017894,ip_address,6,RING0064,1
ACC0026717,ACC0040396,phone,14,RING0064,1
ACC0026717,ACC0031409,email_domain,10,RING0064,1
ACC0026717,ACC0005940,device_id,5,RING0064,1
ACC0019514,ACC0015164,phone,7,RING0064,1
ACC0019514,ACC0017894,phone,11,RING0064,1
ACC0019514,ACC0040396,email_domain,10,RING0064,1
ACC0019514,ACC0031409,phone,2,RING0064,1
ACC0019514,ACC0005940,email_domain,7,RING0064,1
ACC0015164,ACC0017894,email_domain,4,RING0064,1
ACC0015164,ACC0040396,device_id,12,RING0064,1
ACC0015164,ACC0031409,phone,10,RING0064,1
ACC0015164,ACC0005940,ip_address,8,RING0064,1
ACC0017894,ACC0040396,phone,4,RING0064,1
ACC0017894,ACC0031409,phone,5,RING0064,1
ACC0017894,ACC0005940,phone,9,RING0064,1
ACC0040396,ACC0031409,device_id,12,RING0064,1
ACC0040396,ACC0005940,device_id,4,RING0064,1
ACC0031409,ACC0005940,ip_address,9,RING0064,1
ACC0026327,ACC0008517,email_domain,11,RING0065,1
ACC0026327,ACC0001891,email_domain,11,RING0065,1
ACC0026327,ACC0017894,email_domain,14,RING0065,1
ACC0008517,ACC0001891,email_domain,2,RING0065,1
ACC0008517,ACC0017894,phone,6,RING0065,1
ACC0001891,ACC0017894,email_domain,6,RING0065,1
ACC0043617,ACC0018725,phone,6,RING0066,1
ACC0043617,ACC0007774,phone,11,RING0066,1
ACC0043617,ACC0010507,ip_address,8,RING0066,1
ACC0043617,ACC0030732,email_domain,14,RING0066,1
ACC0043617,ACC0005362,phone,5,RING0066,1
ACC0043617,ACC0022997,email_domain,6,RING0066,1
ACC0043617,ACC0031444,device_id,4,RING0066,1
ACC0018725,ACC0007774,ip_address,6,RING0066,1
ACC0018725,ACC0010507,phone,3,RING0066,1
ACC0018725,ACC0030732,email_domain,3,RING0066,1
ACC0018725,ACC0005362,phone,12,RING0066,1
ACC0018725,ACC0022997,phone,10,RING0066,1
ACC0018725,ACC0031444,ip_address,5,RING0066,1
ACC0007774,ACC0010507,phone,10,RING0066,1
ACC0007774,ACC0030732,ip_address,7,RING0066,1
ACC0007774,ACC0005362,ip_address,6,RING0066,1
ACC0007774,ACC0022997,ip_address,9,RING0066,1
ACC0007774,ACC0031444,email_domain,2,RING0066,1
ACC0010507,ACC0030732,phone,7,RING0066,1
ACC0010507,ACC0005362,device_id,14,RING0066,1
ACC0010507,ACC0022997,device_id,10,RING0066,1
ACC0010507,ACC0031444,device_id,9,RING0066,1
ACC0030732,ACC0005362,email_domain,12,RING0066,1
ACC0030732,ACC0022997,email_domain,13,RING0066,1
ACC0030732,ACC0031444,device_id,12,RING0066,1
ACC0005362,ACC0022997,phone,14,RING0066,1
ACC0005362,ACC0031444,phone,8,RING0066,1
ACC0022997,ACC0031444,email_domain,2,RING0066,1
ACC0042778,ACC0046717,ip_address,12,RING0067,1
ACC0042778,ACC0046497,phone,10,RING0067,1
ACC0042778,ACC0029193,device_id,4,RING0067,1
ACC0042778,ACC0037625,ip_address,6,RING0067,1
ACC0046717,ACC0046497,phone,14,RING0067,1
ACC0046717,ACC0029193,email_domain,8,RING0067,1
ACC0046717,ACC0037625,phone,9,RING0067,1
ACC0046497,ACC0029193,phone,11,RING0067,1
ACC0046497,ACC0037625,email_domain,6,RING0067,1
ACC0029193,ACC0037625,ip_address,4,RING0067,1
ACC0039210,ACC0019033,phone,11,RING0068,1
ACC0039210,ACC0032030,phone,4,RING0068,1
ACC0039210,ACC0023123,email_domain,6,RING0068,1
ACC0019033,ACC0032030,device_id,3,RING0068,1
ACC0019033,ACC0023123,email_domain,5,RING0068,1
ACC0032030,ACC0023123,phone,7,RING0068,1
ACC0024738,ACC0012787,device_id,9,RING0069,1
ACC0024738,ACC0024060,ip_address,12,RING0069,1
ACC0024738,ACC0033051,phone,3,RING0069,1
ACC0024738,ACC0000338,ip_address,3,RING0069,1
ACC0024738,ACC0015900,ip_address,3,RING0069,1
ACC0024738,ACC0013570,ip_address,3,RING0069,1
ACC0024738,ACC0000988,email_domain,11,RING0069,1
ACC0024738,ACC0044436,phone,13,RING0069,1
ACC0024738,ACC0042708,email_domain,10,RING0069,1
ACC0024738,ACC0027744,ip_address,7,RING0069,1
ACC0012787,ACC0024060,email_domain,4,RING0069,1
ACC0012787,ACC0033051,phone,8,RING0069,1
ACC0012787,ACC0000338,ip_address,6,RING0069,1
ACC0012787,ACC0015900,device_id,6,RING0069,1
ACC0012787,ACC0013570,email_domain,7,RING0069,1
ACC0012787,ACC0000988,email_domain,4,RING0069,1
ACC0012787,ACC0044436,phone,13,RING0069,1
ACC0012787,ACC0042708,ip_address,8,RING0069,1
ACC0012787,ACC0027744,phone,3,RING0069,1
ACC0024060,ACC0033051,device_id,4,RING0069,1
ACC0024060,ACC0000338,email_domain,2,RING0069,1
ACC0024060,ACC0015900,phone,13,RING0069,1
ACC0024060,ACC0013570,ip_address,2,RING0069,1
ACC0024060,ACC0000988,email_domain,13,RING0069,1
ACC0024060,ACC0044436,device_id,3,RING0069,1
ACC0024060,ACC0042708,device_id,4,RING0069,1
ACC0024060,ACC0027744,phone,7,RING0069,1
ACC0033051,ACC0000338,email_domain,7,RING0069,1
ACC0033051,ACC0015900,device_id,10,RING0069,1
ACC0033051,ACC0013570,email_domain,7,RING0069,1
ACC0033051,ACC0000988,email_domain,3,RING0069,1
ACC0033051,ACC0044436,email_domain,3,RING0069,1
ACC0033051,ACC0042708,ip_address,13,RING0069,1
ACC0033051,ACC0027744,phone,8,RING0069,1
ACC0000338,ACC0015900,phone,6,RING0069,1
ACC0000338,ACC0013570,ip_address,9,RING0069,1
ACC0000338,ACC0000988,phone,7,RING0069,1
ACC0000338,ACC0044436,ip_address,6,RING0069,1
ACC0000338,ACC0042708,email_domain,7,RING0069,1
ACC0000338,ACC0027744,email_domain,10,RING0069,1
ACC0015900,ACC0013570,phone,11,RING0069,1
ACC0015900,ACC0000988,email_domain,4,RING0069,1
ACC0015900,ACC0044436,device_id,12,RING0069,1
ACC0015900,ACC0042708,ip_address,6,RING0069,1
ACC0015900,ACC0027744,phone,12,RING0069,1
ACC0013570,ACC0000988,device_id,5,RING0069,1
ACC0013570,ACC0044436,ip_address,13,RING0069,1
ACC0013570,ACC0042708,email_domain,13,RING0069,1
ACC0013570,ACC0027744,ip_address,12,RING0069,1
ACC0000988,ACC0044436,phone,5,RING0069,1
ACC0000988,ACC0042708,ip_address,4,RING0069,1
ACC0000988,ACC0027744,device_id,6,RING0069,1
ACC0044436,ACC0042708,device_id,14,RING0069,1
ACC0044436,ACC0027744,ip_address,3,RING0069,1
ACC0042708,ACC0027744,device_id,8,RING0069,1
ACC0031211,ACC0046228,ip_address,12,RING0070,1
ACC0031211,ACC0014590,device_id,3,RING0070,1
ACC0046228,ACC0014590,phone,2,RING0070,1
ACC0017106,ACC0015119,phone,12,RING0071,1
ACC0017106,ACC0007968,phone,12,RING0071,1
ACC0017106,ACC0019655,email_domain,5,RING0071,1
ACC0015119,ACC0007968,ip_address,13,RING0071,1
ACC0015119,ACC0019655,ip_address,11,RING0071,1
ACC0007968,ACC0019655,ip_address,2,RING0071,1
ACC0009037,ACC0021658,email_domain,4,RING0072,1
ACC0009037,ACC0045156,device_id,2,RING0072,1
ACC0009037,ACC0020619,device_id,5,RING0072,1
ACC0009037,ACC0014725,device_id,14,RING0072,1
ACC0009037,ACC0043202,phone,4,RING0072,1
ACC0009037,ACC0022938,device_id,2,RING0072,1
ACC0009037,ACC0016176,device_id,9,RING0072,1
ACC0009037,ACC0034562,ip_address,10,RING0072,1
ACC0009037,ACC0024885,device_id,7,RING0072,1
ACC0009037,ACC0024166,device_id,9,RING0072,1
ACC0021658,ACC0045156,ip_address,2,RING0072,1
ACC0021658,ACC0020619,ip_address,10,RING0072,1
ACC0021658,ACC0014725,email_domain,11,RING0072,1
ACC0021658,ACC0043202,ip_address,3,RING0072,1
ACC0021658,ACC0022938,device_id,6,RING0072,1
ACC0021658,ACC0016176,ip_address,5,RING0072,1
ACC0021658,ACC0034562,phone,5,RING0072,1
ACC0021658,ACC0024885,email_domain,13,RING0072,1
ACC0021658,ACC0024166,phone,12,RING0072,1
ACC0045156,ACC0020619,device_id,6,RING0072,1
ACC0045156,ACC0014725,email_domain,14,RING0072,1
ACC0045156,ACC0043202,ip_address,11,RING0072,1
ACC0045156,ACC0022938,phone,10,RING0072,1
ACC0045156,ACC0016176,phone,10,RING0072,1
ACC0045156,ACC0034562,device_id,12,RING0072,1
ACC0045156,ACC0024885,ip_address,5,RING0072,1
ACC0045156,ACC0024166,ip_address,13,RING0072,1
ACC0020619,ACC0014725,email_domain,3,RING0072,1
ACC0020619,ACC0043202,phone,2,RING0072,1
ACC0020619,ACC0022938,ip_address,11,RING0072,1
ACC0020619,ACC0016176,email_domain,10,RING0072,1
ACC0020619,ACC0034562,phone,6,RING0072,1
ACC0020619,ACC0024885,device_id,4,RING0072,1
ACC0020619,ACC0024166,device_id,8,RING0072,1
ACC0014725,ACC0043202,phone,9,RING0072,1
ACC0014725,ACC0022938,email_domain,6,RING0072,1
ACC0014725,ACC0016176,phone,4,RING0072,1
ACC0014725,ACC0034562,email_domain,9,RING0072,1
ACC0014725,ACC0024885,device_id,10,RING0072,1
ACC0014725,ACC0024166,phone,8,RING0072,1
ACC0043202,ACC0022938,device_id,4,RING0072,1
ACC0043202,ACC0016176,phone,5,RING0072,1
ACC0043202,ACC0034562,email_domain,12,RING0072,1
ACC0043202,ACC0024885,device_id,10,RING0072,1
ACC0043202,ACC0024166,ip_address,12,RING0072,1
ACC0022938,ACC0016176,email_domain,12,RING0072,1
ACC0022938,ACC0034562,phone,2,RING0072,1
ACC0022938,ACC0024885,ip_address,3,RING0072,1
ACC0022938,ACC0024166,phone,13,RING0072,1
ACC0016176,ACC0034562,ip_address,11,RING0072,1
ACC0016176,ACC0024885,ip_address,5,RING0072,1
ACC0016176,ACC0024166,ip_address,4,RING0072,1
ACC0034562,ACC0024885,ip_address,8,RING0072,1
ACC0034562,ACC0024166,email_domain,10,RING0072,1
ACC0024885,ACC0024166,phone,9,RING0072,1
ACC0017482,ACC0012506,device_id,13,RING0073,1
ACC0017482,ACC0022161,email_domain,4,RING0073,1
ACC0017482,ACC0022476,phone,8,RING0073,1
ACC0017482,ACC0038836,device_id,8,RING0073,1
ACC0017482,ACC0037547,phone,4,RING0073,1
ACC0017482,ACC0026562,email_domain,8,RING0073,1
ACC0017482,ACC0013547,phone,7,RING0073,1
ACC0017482,ACC0012991,device_id,9,RING0073,1
ACC0017482,ACC0010894,phone,13,RING0073,1
ACC0012506,ACC0022161,ip_address,14,RING0073,1
ACC0012506,ACC0022476,email_domain,6,RING0073,1
ACC0012506,ACC0038836,email_domain,6,RING0073,1
ACC0012506,ACC0037547,email_domain,12,RING0073,1
ACC0012506,ACC0026562,ip_address,3,RING0073,1
ACC0012506,ACC0013547,device_id,3,RING0073,1
ACC0012506,ACC0012991,device_id,8,RING0073,1
ACC0012506,ACC0010894,phone,3,RING0073,1
ACC0022161,ACC0022476,email_domain,5,RING0073,1
ACC0022161,ACC0038836,phone,6,RING0073,1
ACC0022161,ACC0037547,phone,3,RING0073,1
ACC0022161,ACC0026562,phone,2,RING0073,1
ACC0022161,ACC0013547,email_domain,9,RING0073,1
ACC0022161,ACC0012991,email_domain,9,RING0073,1
ACC0022161,ACC0010894,email_domain,12,RING0073,1
ACC0022476,ACC0038836,phone,11,RING0073,1
ACC0022476,ACC0037547,ip_address,4,RING0073,1
ACC0022476,ACC0026562,device_id,10,RING0073,1
ACC0022476,ACC0013547,email_domain,12,RING0073,1
ACC0022476,ACC0012991,device_id,3,RING0073,1
ACC0022476,ACC0010894,phone,4,RING0073,1
ACC0038836,ACC0037547,ip_address,6,RING0073,1
ACC0038836,ACC0026562,ip_address,9,RING0073,1
ACC0038836,ACC0013547,phone,13,RING0073,1
ACC0038836,ACC0012991,ip_address,6,RING0073,1
ACC0038836,ACC0010894,ip_address,12,RING0073,1
ACC0037547,ACC0026562,email_domain,12,RING0073,1
ACC0037547,ACC0013547,email_domain,14,RING0073,1
ACC0037547,ACC0012991,phone,7,RING0073,1
ACC0037547,ACC0010894,phone,11,RING0073,1
ACC0026562,ACC0013547,device_id,2,RING0073,1
ACC0026562,ACC0012991,device_id,7,RING0073,1
ACC0026562,ACC0010894,email_domain,2,RING0073,1
ACC0013547,ACC0012991,phone,8,RING0073,1
ACC0013547,ACC0010894,phone,12,RING0073,1
ACC0012991,ACC0010894,email_domain,7,RING0073,1
ACC0041957,ACC0013004,email_domain,8,RING0074,1
ACC0041957,ACC0013076,email_domain,7,RING0074,1
ACC0041957,ACC0049867,email_domain,12,RING0074,1
ACC0041957,ACC0033657,ip_address,12,RING0074,1
ACC0041957,ACC0047464,ip_address,8,RING0074,1
ACC0041957,ACC0020105,email_domain,14,RING0074,1
ACC0041957,ACC0040032,email_domain,7,RING0074,1
ACC0041957,ACC0045064,phone,4,RING0074,1
ACC0013004,ACC0013076,ip_address,11,RING0074,1
ACC0013004,ACC0049867,device_id,5,RING0074,1
ACC0013004,ACC0033657,ip_address,11,RING0074,1
ACC0013004,ACC0047464,ip_address,13,RING0074,1
ACC0013004,ACC0020105,device_id,2,RING0074,1
ACC0013004,ACC0040032,phone,3,RING0074,1
ACC0013004,ACC0045064,phone,5,RING0074,1
ACC0013076,ACC0049867,email_domain,12,RING0074,1
ACC0013076,ACC0033657,phone,12,RING0074,1
ACC0013076,ACC0047464,ip_address,7,RING0074,1
ACC0013076,ACC0020105,email_domain,12,RING0074,1
ACC0013076,ACC0040032,email_domain,10,RING0074,1
ACC0013076,ACC0045064,email_domain,12,RING0074,1
ACC0049867,ACC0033657,phone,7,RING0074,1
ACC0049867,ACC0047464,device_id,12,RING0074,1
ACC0049867,ACC0020105,email_domain,8,RING0074,1
ACC0049867,ACC0040032,device_id,13,RING0074,1
ACC0049867,ACC0045064,ip_address,13,RING0074,1
ACC0033657,ACC0047464,phone,14,RING0074,1
ACC0033657,ACC0020105,phone,9,RING0074,1
ACC0033657,ACC0040032,email_domain,14,RING0074,1
ACC0033657,ACC0045064,email_domain,4,RING0074,1
ACC0047464,ACC0020105,phone,2,RING0074,1
ACC0047464,ACC0040032,ip_address,10,RING0074,1
ACC0047464,ACC0045064,ip_address,10,RING0074,1
ACC0020105,ACC0040032,device_id,7,RING0074,1
ACC0020105,ACC0045064,email_domain,10,RING0074,1
ACC0040032,ACC0045064,device_id,10,RING0074,1
ACC0037551,ACC0046450,device_id,8,RING0075,1
ACC0037551,ACC0009936,phone,9,RING0075,1
ACC0037551,ACC0045642,email_domain,13,RING0075,1
ACC0037551,ACC0036874,email_domain,11,RING0075,1
ACC0037551,ACC0034268,ip_address,2,RING0075,1
ACC0037551,ACC0021505,ip_address,12,RING0075,1
ACC0046450,ACC0009936,email_domain,5,RING0075,1
ACC0046450,ACC0045642,email_domain,3,RING0075,1
ACC0046450,ACC0036874,device_id,7,RING0075,1
ACC0046450,ACC0034268,device_id,5,RING0075,1
ACC0046450,ACC0021505,phone,13,RING0075,1
ACC0009936,ACC0045642,phone,14,RING0075,1
ACC0009936,ACC0036874,phone,10,RING0075,1
ACC0009936,ACC0034268,ip_address,5,RING0075,1
ACC0009936,ACC0021505,email_domain,9,RING0075,1
ACC0045642,ACC0036874,email_domain,10,RING0075,1
ACC0045642,ACC0034268,ip_address,4,RING0075,1
ACC0045642,ACC0021505,phone,4,RING0075,1
ACC0036874,ACC0034268,phone,12,RING0075,1
ACC0036874,ACC0021505,email_domain,14,RING0075,1
ACC0034268,ACC0021505,phone,8,RING0075,1
ACC0023815,ACC0014406,device_id,5,RING0076,1
ACC0023815,ACC0013939,email_domain,2,RING0076,1
ACC0023815,ACC0045813,phone,5,RING0076,1
ACC0023815,ACC0039554,email_domain,6,RING0076,1
ACC0023815,ACC0011466,device_id,13,RING0076,1
ACC0014406,ACC0013939,phone,7,RING0076,1
ACC0014406,ACC0045813,phone,3,RING0076,1
ACC0014406,ACC0039554,email_domain,3,RING0076,1
ACC0014406,ACC0011466,device_id,7,RING0076,1
ACC0013939,ACC0045813,ip_address,3,RING0076,1
ACC0013939,ACC0039554,phone,13,RING0076,1
ACC0013939,ACC0011466,ip_address,14,RING0076,1
ACC0045813,ACC0039554,ip_address,11,RING0076,1
ACC0045813,ACC0011466,phone,13,RING0076,1
ACC0039554,ACC0011466,device_id,13,RING0076,1
ACC0037076,ACC0039687,device_id,9,RING0077,1
ACC0037076,ACC0018861,ip_address,6,RING0077,1
ACC0037076,ACC0012034,email_domain,3,RING0077,1
ACC0037076,ACC0001442,ip_address,4,RING0077,1
ACC0037076,ACC0006703,phone,9,RING0077,1
ACC0037076,ACC0048559,phone,6,RING0077,1
ACC0037076,ACC0010289,device_id,8,RING0077,1
ACC0037076,ACC0014571,email_domain,13,RING0077,1
ACC0039687,ACC0018861,email_domain,6,RING0077,1
ACC0039687,ACC0012034,email_domain,11,RING0077,1
ACC0039687,ACC0001442,ip_address,9,RING0077,1
ACC0039687,ACC0006703,ip_address,8,RING0077,1
ACC0039687,ACC0048559,phone,11,RING0077,1
ACC0039687,ACC0010289,phone,2,RING0077,1
